original,translated
thanks guys got hold of someone really awesome service i appreciate it,thank you i got someone service really impressive i appreciate
first class service on us 769 phl mco today from the flight attendant in f i did not catch her name but she was top notch,first class service on us 769 phl mco today from the flight attendant in f i did not take her name but she was upstairs
oh well i ll get to cancun eventually,oh good i ll go to the cun
eyyyy cancelled flightlations flight booking problemss reflight booking problemss but you all got me on the same flight out tonight not tomorrow amp the fc upgrade thx,eyyyy cancelled flights flight booking problems refresh booking problems but you all have me on the same flight tonight not tomorrow and upgrade fc thx
i wasnt flying your airline tonight however a friend was and i was present for her help i flying united and they could learn,i was stealing your company tonight but a friend was and i was there for his help i fly together and they could learn
the plane crew has been as professional and courteous as the gate agents were flustered,the aircraft crew was as professional and courteous as the door officers were affected
your ticket agents at gate 4 in providence airport rocked tonight especially kristy sorry if that is not the correct spelling,your ticketing agents at door 4 in the providence airport rocked tonight especially kristy sorry if it is not the correct spelling
2 kristie sp from gate4 pvd today she is a was a tremendous help in a tough situation,2 kristie sp of gate4 pvd today she was a huge help in a difficult situation
thank you for your help today i have been a loyal us airways customer and i appreciate your responding to my tweets,thank you for your help today i was a loyal customer and i appreciate your answer to my tweets
an already pleasant flight from london to charlotte us733 was made fantastic by an amazing attendant thank you so much robert,an already pleasant flight of carlotte london us733 was made fantastic by an incredible accompanier thank you so much robert
woohoo he still has 1 more flight but so happy to hear they are in the air just about cried must be the preggo hormones thx,whoa he is got another flight but so happy to hear they are in the air just about shouting you have to be preggo hormones
thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed,thank you the whole crew went through the bad weather and the hijacking pilot keeping us informed
i hope i get the opportunity to join the team with this job opening,i hope i have the opportunity to join the team with this opening of work
thank you you have always been so good to me i will follow up,thank you you have always been so good for me i ll follow
no problem he was the only person in the airport who would help,no problem he was the only person in the airport who could help
thank you it is 1875 from bwi keep seeing different stats from delayed to awaiting take off to delayed,thank you it is 1875 of bwi continue to see different statistics delays to take off to delay
nick on flight 742 was awesome please reward him in some way he has kept us smiling on a bad day of travel,nick on the 742 flight was great please reward him in a way he kept us smiling on a bad day of travel
sitting on a plane in philadelphia for over 20 minutes waiting just to get off the plane great service,sitting on a philadelphia plane for more than 20 minutes just waiting to leave the plane great service
big thank you to your ticketing agent ute v at dulles washington for outstanding guest service to get me rebooked,great thanks to your ticketing agent ute v to dulles washington for the exceptional guest service to make me rebooker
i love you guys,i love you
cannot wait for the trip thanks for getting me there,i cannot wait for the trip thanks for bringing me there
your team member at dca tamara r is her name was awesome you should have more employees like her,your team member at dca tamara r is his name was great you should have more employees like her
thanks for getting us on ur plane awesome flight attendant who is making us smile after difficult travel,thanks for getting us on the plane super on board agent that makes us smile after a difficult trip
stars aligned connecting flight was delayed into clt made it thanks glad to know someone is listening time for 80a in mobay,the stars aligned the correspondence flight was delayed in the clt it is done thank you happy to know someone is listening time for 80a in mobay
a big thanks to the gate agent flt5127 keeping us informed of the delay greatcustomerservice,a big thank you to the door agent flt5127 keep us informed of the deadline greatcustomerservice
ok thank you,okay thank you
got it thanks,i m sorry
just spoke with a representative moved my flight earlier thank you so much for the follow up,i just spoke with a representative i moved my flight earlier thank you very much for the follow up
hey guys just want to say i had the best flight ever thank you so much i fell asleep and actually had a wet dream,guys just want to say i ve had the best flight ever thank you very much i fell asleep and made a wet dream
but do not worry they found a hotel it is only 45min away i got there around 11 30pm no problem,but do not worry they found a hotel 45 minutes away i arrived around 11 30 no problem
kudos to robin at lost found for reuniting me w my ipad she was delightful to work with,kudos to cobble to me to meet w my ipad she was very happy to work with
experience exceptional service from cherry at,experience exceptional service of cherry to
me too,me too
you can thank supervisor jeanine and her coworkers for the excellent customer service they provided,you can thank the jeanine supervisor and his colleagues for the excellent customer service they provided
yes i did thank you they did a great job turning the flight in jan,yes thank you they did a good job turning the flight into jan
connection made thanks again this week,connection made thanks again this week
yes thank you appreciate u checking,yes thank you thank you for checking
i m enjoying my flights so far you are doing a great job today s been tough so thanks for making my flights comfortable,i take advantage of my flights so far you are doing a good job today it is hard thank you for making my flights comfortable
shavon at customer service desk in charlotte was fantastic so helpful and smiling evn after what sounds like long day reward her,carlotte customer service was fantastic so useful and smiling evokes after what sounds like a long day reward her
check in staff at phx are awesome great traffic control for general boarding,phx recording staff is great large traffic control for general boarding
just talked to reservation must congratulation to them very friendly good for usair the only airline we fly,i just spoke to the reservation we must congratulate them very nice it is good for us the only airline we fly
awesome flight out of philly on tuesday party in row 15 if you are interested,great philly flight on tuesday party in row 15 if you are interested
i got through and am able to switch my flight with no charge thank you,i ve been through and i m able to change my flight at no cost thank you
welcome to north texas us air american air employees housing and education are great opportunities in the gr8 state of texas,welcome to the north texas we used air air american housing and education are great opportunities in the state gr8 of texas
thanks no dc yet i see i will keep that link and check back appreciate it,thank you not yet i see i ll keep this link and check it out thank you
awesome and yes is,great and yes yes
melinda in reservations in greensboro nc is an absolute jewel thank her for me she is amazing,melinda in bookings in greensboro nc is an absolute jewel thanking her for me she is amazing
best gagent in a long time danny b for us628 dfw clt appreciated how up to date he kept us during irrops super professional,best gagent in a long time danny b for us628 dfw clt i enjoyed it so far that he kept us during the irrops super professional
good news we got fixed,good news we have been fixed
reservation agent on the phone did a great job,the booking agent on the phone did a great job
made it send bloody mary s to row 27,it is done send the mary to line 27
thanks for helping with booking problems flightedflight yvonne anthony you will help us get to tel aviv on time,thanks for helping with the booking problems voledflight yvonne anthony you will help us make such a living in time
big thanks to yvonne anthony from the chairman s desk top tier customer service today amp,thank you very much to yvonne anthony from the president s office high end customer service today amp
i appreciate your prompt response,i appreciate your quick answer
thks us 2 19 phl to fll overall 1st class has improved with more food now on phl to fll and most crews are super,we sink 2 19 phl to fll the first global class has improved with more food now on the phl to fll and most crews are great
thank you for refunding me on my baggage really appreciate it,thank you for paying me back on my luggage really enjoy
i am so going to miss us airways you always provided great service and never let me down,i m going to miss you so much you have always provided excellent service and never let me down
we will sunday just a few days away,sunday a few days
ui usairways we are excited to have you fly with us jb when will this be u spring break,ui usairways we are delighted to have you fly with us jb when will it be u spring break
i will thank you for at least tweeting me back better than most uoi,i will thank you for having at least tweeted better than most uoi
exicted to be flying with you all soon,exicted to fly with you soon
fa attendant on 4553 phl to pwm tonight was fab an asset to your team from 1f have a great night team,a little 4553 to pwm tonight it was fab an asset for your team from 1f make a great night team
we are having 2 grandbabies in 2 weeks will travel to dc for the births thank you for the reasonable fares see you saturday,we got two little babies in two weeks we are going to go to dc for births thank you for reasonable prices see you on saturday
thank you your fare to from dtw to dca was much lower than and thank you you won me over,thank you your rate from the dtw to the dca was much lower than and thank you you won me
i know that thanks evaluate further chairman,i know that thank you
thanks for getting me rescheduled on a direct flight to nola tonight in 10 minutes and hopefully an hour earlier getting there,thank you for redirecting me to a direct flight to nola this evening in 10 minutes and i hope that an hour will arrive
thank you finally got our bag customer services reps were wonderful,thanks for finally getting our bag client service representatives were wonderful
flight 437 phx gt ord lead fa bill is the most professional fa i have seen in 9 years of flying usair i have no ab cards,flight 437 phx constantgt ord lead fa invoice is the most professional fa i ve seen in 9 years of usb flight i do not have cards
i miss you too work has taken me out of philly iuave been on flight 1776 from bos uo gt phl so many times i should have a res seat,i miss you too the work made me out of philly iuave was on flight 1776 from bos uo biasgt phl so many times i should have a seat
no problem things worked out at airport thanks,no problem things worked at the airport thank you
yes it is a domestic flight thank you,yes it is an internal flight thank you
thanks made it safely,thank you it went well
love the changes in the lounge cheese veggies olives in addition to the crackers and snack mix,love the changes in the living room cheese vegetables olives in addition to crackers and the snack mix
thanks if you have another method also that would be nice appears to be a design flaw,thank you if you have another method too that would be nice seems to be a design defect
lol me too,lol me too
thanks to the gate agent in state college pa that was able to get me on an earlier flight and figure out an earlier connection,thanks to the door agent in the university of etat pa who was able to fly me earlier and find a connection sooner
i just think it is weird to have mileage as 666,i just think it is weird having a mileage like 666
made flight please thank the crew of 556 great time recovery,makes the flight thanks to the crew of 556 great time recovery
so far so good this week sav to clt boarded before the departure time first time in 4 weeks perhaps an on time departure,so far this week sav to clt boarded before the departure time first time in 4 weeks maybe a start on time
lilly m in sju check in is fabulous,lilly m in sju check in is fabulous
that is where we are now thank you,this is where we are
every day,every day
on the dl send ethan some new pants and some white revive laundry tabs he is a great guy good crew he is just err single,on the dl send a new pants and some white awakening tabs he is a great guy a good crew he is just wandering single
thank you for refunding my bag fee i look forward to its return today i hope,thank you for the refund of my bag i m looking forward to coming back today
1917 thanks for the 5 hour layover in la too uo icing on the cake at least your staff was courteous and helpful not,1917 thanks for the 5 hours of layover in the trop uo glazing on the cake at least your staff was courteous and helpful no
thanks for slowing the inbound plane down so that we did not need to worry about 4438 eyw being late flight great holz ahead cheers uu,thanks for slowing down the plane so we did not have to worry about 4438 eyw in late flight great holz hi
kudos to your phone support and charlotte gate staff,kudos to your phone support and cart door staff
will do,will
thank you we filled out a claim and hope to have the bags tomorrow,thank you we have completed a claim and hope to have the bags tomorrow
done,made
captain on flight 1712 from phx phl at 3 55 tonight was hilarious greetings from the pointy end of the airplane haha thanks,captain in flight 1712 of phx phl at 3 55 tonight was hilarious welcome from the sharp end of the plane thank you
thank you for fixing my 5 hour delay,thank you for correcting my 5 hour delay
4 flights in 48hrs amp i ve had the same flight attendant for 3 of those flights freaky coincidence plus side she is great,4 flights in 48 hours and i had the same flight attendant for 3 of these flights what a coincidence and she is great
landed safely everything worked out,everything has landed safely
on sunday cannot wait see you then,sunday i cannot wait see
finally rectified my flight situation thanks again,i finally rectified my flight situation thank you again
on time today and from phl nice work,today and phl nice work
ice cream up front solid,ice in front of it
shout out to the pilots and fc attendant eliz of us 673 super strong crosswinds during landing eliz did a super job throughout,shout at the pilots and the attendant eliz of us 673 strong winds during the landing eliz has done a great job all along
marsha m at myrtle beach is the greatest she deserves all the respect and praise there is,marsha m at the blueberry beach is the largest she deserves all respect and praise
we have not departed yet so let us not get too high hopes but everything has been on schedule so far,we have not left yet so we do not have too much hope but everything has been in the schedule so far
ok thank you we were told ground delay due to snow,okay thank you we were told a delay in soil because of the snow
first class all the way uo14iou headed to,the first class all the way uo14iou is heading towards
your pple did a great job w the madness however some of your systems need help i appreciate the hard work amp the push to b better,your pple did an excellent job with madness however some of your systems need help i appreciate the hard work amp the thrust b better
thanks for giving away my seat another fine job,thank you for giving me my seat another good job
thanks to betty working gate at ilm and lovely gate agents here in clt helping me get home 2 phx tonight instead of tomorrow,thanks to the work door of the betting to the ilm and beautiful door agents here to help me get home 2 phx tonight instead of tomorrow
surprisingly quick response time by you and them thanks,a surprising and fast response time by you and them thank you
thanks can you help remind the agents it is ok ps heard rumors of a streaming wifi tv movie service you might be installing,thank you can you help remind agents that it is okay ps heard rumours of a wifi streaming service tv movie that you could install
usairways thanks,thank you
she also appreciated having her very own hashtag,she also enjoyed having her own hashtag
you are the best follow me please ua ua uaiiuiiuiiu ua ua ua,you are the best follow me please ua ua uaiiuiiuiiu ua ua ua
thanks for reaching out to me my gold div no 2k424j0 my flights were changed under confirmation dnx58v,thank you for contacting me my gold does not div 2k424j0 my flights have been changed under confirmation dnx58v
yes and our flight attendant who is wonderful btw secured the tray table so it is not flailing about,yes and our flight attendant who is wonderful btw has secured the tray table so that it does not fly
thanks for seating me next to 2 hot athletes this flight is significantly better now,thanks for sitting next to two athletes this flight is much better now
thank you on our way to get her bag now thanks to having that number u,thank you on our way to get his bag now thanks to having this number u
thank you busy times,thanks busy time
you are amazing follow me back please ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua,you are amazing follow me back please ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua
still not in the air for deicing of plane i ll miss connect but customer service was helpful i m hoping to catch the next flight,still not in the air for the deicing of the plane i m going to miss a connection but the customer service was useful i hope to take the next flight
you all work hard at making sure things flow smoothly keeping positive,you all work hard to make sure things go smoothly keep positive
we are boarding now but have yet to depart thanks for the response,we are getting in now but we still have to leave thank you for the answer
i totally understand the weather just frustrated thanks,i understand the weather perfectly just frustrated thank you
thx to gate agt john pascucci for finding us a flight from clt to pvd after our original one was cancelled flightled,thx at the door agt john pascucci to find us a flight of clt to pvd after our original was cancelled flight
provides you the best logistics experience for people all over india,offers you the best logistic experience for people everywhere in turkey
you are the best airways follow me please ua ua uaiiuiiuiiu ua ua ua,you are the best airways follow me please ua ua uaiiuiiuiiu ua ua ua
shout out to the red headed gate agent for flt 3389 from dca to chs at 7 10 tonight did not get her name but she was great,scream to the red door agent for flt 3389 from dca to chs at 7 10 tonight she did not get her name but she was great
dude named shaquille at the desk in charlotte was incredibly professional and helpful vs some crazy angry people tonight,the guy named shaquille at the cart desk was incredibly professional and helpful vs angry people tonight
awesome usair tysvm lt 3,super usair tysvm lt 3
that would be lovely you have great people working in your organization,it would be beautiful you have wonderful people working in your organization
tyvm usair happy night lt 3,tyvm usair good night lt 3
thanks it is hectic for everyone but their actions do not represent the company well imo,thank you it is good for everyone but their actions do not represent the well imo society
glad to be home and that your great people got me home safely sad for others who did not get back bc of scheduling problems,just being home and your people brought me back safely sad for others who have not had planning problems
will do i appreciate the response,it will i appreciate the answer
thanks to kevin and team at f38ish at phl for some great service recovery tonight appreciate it,thanks to kevin and the phl f38ish team for a good service recovery tonight thank you
thanks for your help i left a message for dca lost and found fingers crossed we find it,thank you for your help i left a message for dca lost and found we find him
thank you glad to be heading home great people at your call center,thank you happy to be home good people at your call center
thx 4 replying after trying 2 get thru many times amp v mail or people hanging up on us we talked 2 tech cont d,4 in response after trying twice amp v mail or people hanging around we talked about 2 technologies
ha you are fun,ha you are funny
flying high thanks,thank you very much
thanks it would be better from the gate agent at c14 in charlotte boarding flight 1791,thank you it would be better for the door officer to the c14 in the tank boarding flight 1791
with the weather mess in the south i missed my connection in clt impressed though with the cust serv phone reps today,with the weather disorder in the south i missed my clt connection impressed by the cust phone operator today
frustrating days no flights home changed airlines thank you phl usairway employees amp for help getting me back to iah,fancy days no home flights airlines changed thank you to the usairway staff and for the help that brought me back to the iah
flight 604 thanks,flight 604 thank you
you are the best airways follow me back please ua ua ua ua ua ua ua ua ua ua ua u u u u u u u u ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua,you are the best airways follow me back please ua ua ua ua ua ua ua ua ua ua ua ua ua u u u u u u u u ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua
thank you and thanks for being so accommodating,thank you and thank you for being so welcoming
you are amazing you are the best follow me please ua ua ua u u u ua ua ua,you are amazing you are the best follow me please ua ua u u u u u u ua ua
you are the best airways follow me please ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua,you are the best airways please follow me ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua ua
you are amazing you are the best follow me please and i follow you back ua ua uaiiu ua,you are amazing you are the best follow me please and i ll follow you back ua ua uaiiu ua
sending thanks to employee freddie in phl admiral club a east for allowing me to give a day pass to my sibling stuck there today,sending thanks to the freddie employee to the phl un admiral club is to allow me to give my brother a pass day stuck there today
that is why u guys are my choice,that is why i have a choice
thanks uo,thank you yes
how about a drink voucher for the next flight,and a drink for the next flight
nice touch with using my first name very intimate i ll be filing a claim soon to be reimbursed have a us airways day,nice touch with my first name very intimate i ll file a refund request take us a day
after missing my flight and reflight booking problems 2x i just walked onto another flight and my phone was still on the seat,after i missed my flight and the 2x reflight booking problems i just went on another flight and my phone was still on the seat
thanks travis at phl a east checkin for knowing baggage policies skis amp boots count as 1 teach your mgr who did not know,thank you traced to phl a checkin is to know the baggage policies skis amp boots count as 1 learn your mgr who did not know
right on up up amp away iou ui,now up up amp away iou ui
thank you so much its been a very stressful day,thank you very much for her summer a very stressful day
absolutely the staff was amazing,absolutely the staff was amazing
haha that will indeed be a great day,haha it will indeed be a great day
thank you i tried that and they said they did not have it anywhere else to try,thank you i tried and they said they didn t elsewhere to try
customer service at its finest,customer service to its best
fabulous thank you so much looking forward to taking to the skies with you,fabulous thank you very much hoping to take heaven with you
uo i had exceptional service on flight from ind to phx,uo i had an exceptional service on the flight of ind to phx
keeping safety top of mind in clt,keep security in the clt
will do hoping for a voucher for a future flight,it will hoping for a good for a future flight
please give tara g a pat on the back and praise she was very very helpful she is at phl member lounge,please give tara g a pat on the back and praise she was very useful she is at the phl member s salon
thanks i hope i get to my destination,thank you i hope i get to my destination
thanks for the reply hoping everything is cleared up in charlotte by monday,thank you for the answer hoping that everything will be cleared by monday
believe me i understand flight was originally booked for sunday flight was cancelled flighted and rescheduled for today,trust me i understand flight was originally reserved for sunday cancelled and postponed for today
i might look into that my wife travels much more than i do could we both use the membership,i could look at that my wife travels a lot more than me can we both use the members
great thanks followed,thank you followed
this is exactly why ill be flying aa from to dallas only airline i trust,that is exactly why it is hard to steal from dallas i trust the company
got another flight thanks you,i got another flight
i do not think you should help him at all based on his behavior the voucher and cot seem like enough lol ua,i do not think you should help him at all depending on his behavior the good and the bed seem quite lol ua
got back eventually was a rollercoaster once i got to the airport amp got to speak to someone things got fixed very quick,i finally came back it was a rollercoaster when i arrived at the airport and i have to talk to someone things were repaired very quickly
yes yes yes so glad to be headed home,yeah so happy to be home
thanks keep me updated just hope i make either of my connections to killeen tx,thank you for keeping me informed just of the hope that i make one of my connections to kill tx
aa doesnt charge any fees to change award tickets as long as the origin destination amp award type remains the same,aa does not charge fees to change the price tickets as long as the origin destination and type of price remains the same
thank you for the confirmation,thank you for the confirmation
aww cool it is nice to know they are still up above my head then one of my faves,cool it is good to know they are still above my head one of my faves
continues to win i ve never missed a flight before but a nice little quiet gate change made it possible sheesh,i never missed a flight before but a little quiet door change made possible sheesh
great thanks,great thanks
awesome thanks,great thank you
none of the flights into have been cancelled flightled those landing before and after ours are fine completely arbitrary,none of the flights were cancelled the landings before and after ours are fine totally arbitrary
aww thanks aa dfw was on gma up here this am so i understand btw a a is my airline when im able to trv love you guys,aww thank you aa dfw was on gma here this am so i understand btw a a is my airline when i am able to trv love you guys
these are some awesome photos thanks for sharing u,these are great photos thank you for sharing i do not know
new plane easy power for laptop iphone just missing a good boat style swivel cup holder for my,new plane easy power for laptop iphone just miss a good boat style hatch for my
just got off the phone customer service only 8 minutes to get my issue resoled you guys are awesome,he just left the customer service only 8 minutes to solve my problem you are great
thanks for the info is there a number i can call to speak to a person it is going to take an hour to type it out,thanks for the info is there a number i can call to talk to someone it will take an hour to hit him
sounds like a date,looks like a date
ui americanair we hope you enjoy the and brought your warm coat and gloves maria u yup new beanie,ui americanair we hope you enjoy and bring your warm coat and gloves maria u yup new beanie
i was happy to purchase the upgrade if only it was avail on my next flight,i was happy to buy the upgrade if only it was used on my next flight
you 2 together are the best part of flying,you are both the best part of the flight
thank you you do the same,thank you you do the same
hopefully you ll see bad ones as opportunity to get better and not dwell in it and the good ones as encouragement words,hope you will see the bad as the opportunity to go better and not live there and good words of encouragement
thank you you too,thank you too
keeping aa up in the air my crew chief cousin alex espinosa in dfw,keep the air up my cousin in chief alex espinosa in dfw
we done it with 1 truck no biggie ua,we did it with a truck no biggie ua
we are off to kax premium hoping this flight is better food tv now i know how to work it and service tnx,we are on leave for the kax premium hope this flight is better tv now i know how to work and service tnx
nice to read it thank you very much,it is nice to read it thank you very much
me too love living so close so i always have great views,me too i love living so close so i always have beautiful views
guys let it go,guys forget it
i can hardly believe it bundle up and stay warm ua,i cannot believe it get the fuck up and stay warm you are right
thanks for sharing these photos round of applause for your crews we appreciate all their hard work,thank you for sharing these photos a series of applause for your crews we appreciate all their hard work
great customer service thanks,customer service thanks
i still think american airlines is great i would just like to be treated better loyal customers first right,i always think the american airlines are great i d like to be better treated faithful customers first right
if i could fly an md80 dc10 i would be so happy i live that plane so much md80 is love md80 is life,if i could fly a md80 dc10 i would be so happy to live this plane so md80 is love md80 is life
happy to my friends hope the weather is not causing you too many headaches,happy with my friends hope you do not have too much headache
well have all day and all the time in the world,having all day and all the time in the world
oh it is nothing my issue was already resolved and i am in the air,oh it is nothing my problem has already been solved and i m in the air
kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint,kudos to the captain and crew for the handling of fused people while dealing with problems and avoidable gaps by handt
thanks for the quick response it is appreciated,thanks for the quick answer it is appreciated
thanks for the update,thanks for the update
lets hope it stays that way big thanks to your ground outside crews all across the us the last month great fb post yesterday,hopefully it stays like that thanks to your field outdoor crews through us last month a great post yesterday
my boss is,my boss
your response has been incredible truly amazed at the steps you have taken to enhance your customer relations big thank you ua,your answer was amazing really amazed at the steps you have taken to improve your relationships with your customers thank you very much
thanks guys got some sleep hang in there dfw with bad weather,thank you guys slept hang out there with the bad weather
great thank you,thank you
simply amazing smiles for miles thank u for my upgrade tomorrow for ord we are spending a lot of time together next few weeks,just incredible mouse for miles thank you for my upgrade tomorrow for ord we spend a lot of time together next few weeks
thank you for the quick customer service today i know that winter weather is not your fault,thanks for the fast customer service today i know the winter time is not your fault
thanks for the recommendation we have been sitting here for 45 minutes last update was 35 min ago,thank you for the recommendation we have been sitting here for 45 minutes the last update was 35 minutes ago
although you have no control of the weather you came through with a great customer service,although you have no control of the weather you have spent a great customer service
i wish i could remember all of their names,i d like to remember all their names
thank you aa this is how i always start my vacations,thanks aa that is how i always start my vacation
yes thank you just not how i wanted to start my vacation,yes thank you i did not want to start my vacation
thank you for replying trying to figure out how to get from there from dfw,thank you for answering trying to find out how to get from there of the dfw
made it thanks aa,it is done thank you
why thank you yayayay,why yyayayay
thank you for being so responsive on twitter truly impressive,thanks for being so sensitive on twitter really impressive
thank you much appreciated,thank you very much
mission accomplished today thank you,mission accomplished today thank you
thanks for the great customer service family made it back to sat safely the weather at dfw made things a little worrisome,thank you for the great customer service the family made her quiet the time at the dew was a little disturbing
fantastic thanks will try and tweet a photo of the view,thank you will try to tweet a picture of the view
excellent love you guys if it is first class i ll hug ya ll see you shortly,excellent i love you if it is the first class i ll cuddle you see you soon
thanks have emailed them how long should i expect for a response,thank you sent emails how long should i wait for an answer
great job tyr ground crew now let us get this bird outta here tell flight 3200 to wait on me be there in 45 mikes,a great team of tyre now let us get this bird out tell flight 3200 to wait on me that you are here in 45 mikes
have you seen blue go look it up,did you see blue look at this
thanks flight 2160 today great crew,thank you flight 2160 today super crew
is rising like the sun at dca this morning members have the best view,it rises like the sun in dca this morning members have the best view
statement was not sent yesterday like jeanine said after i even called last night as well again excellent service,the statement was not sent yesterday as jeanine said after i called last night too still excellent service
thanks both airlines said that it is located at aa detroit also was informed that it flew with aa which should not matter,thanks the two airlines said it is located in aa detroit we were also informed that he had flew with aa which should not be important
such a suprise new vanity kit set for frequent travellers uu thank you aa,such a surprise new vanity kit for frequent travellers uuuu thanks aa
lovely flight back from mia to lhr great crew thanks,beautiful flight back from mia to h great crew thank you
but your flight crews amp ground crews have handled situation well texting notification let me catch a few winks during delay,but your crews and flight crews managed the situation well notification of sms allows me to catch a few winks during the period
thx i hope so iah to dfw to okc has turned out to be a long trip today and i have to work tomorrow,thx i hope so iah to dfw to okc turned out to be a long journey today and i have to work tomorrow
thank you my lost item was located at ord and is being returned to me,thank you my lost object was located to ord and returned to me
appreciate it,thank you
i love the admiral clubs thanks hey can you follow me,i love admiral clubs thank you can you follow me
just curious thanks for the response as always good or bad better than your competition,just curious thanks for the answer as always good or bad better than your competition
thanks you always be my airline of choice when possible,thank you always for being my company of choice if possible
attended to and corrected my complaints via twitter whoa this is the brave new world we live in thank you american air,i attended my complaints and corrected them by twitter it is the courageous and new world in which we live thanks american air
btw you guys should consider making a lounge at austin intl airport very populate flightd area will help the company for sure uoi,you should consider making a living room with intl austin airport very populated flight zone will help the company for sure uoi
i really would love to experience first class on that plane looks stunning,i d really love to experience the first class on this plane there is a surprise
i love the service and cheap upgrades american provides one of the best airlines ever good food good seats amazing thanks,i love service and cheap upgrades american provides one of the best airlines good food good seats thank you
you will every chance i get thanks for keeping me exec platinum,you will every chance i have thanks for keeping me exec platinum
i found my footage i am so so happy,i found my pictures i m so happy
not surprised that you were the fastest responding us brand on twitter for q2 q3 2014 also 10th fastest in the world in q3,not surprised that you are the fastest brand that answered us on twitter for q2 q3 2014 10th fastest in the world in q3
no apology necessary it was wind and i was on delta xoxo,no excuses it was the wind and i was on the delta xoxo
joanne from your san diego staff was phenomenal give that girl a raise she handled our better than anyone,your san diego staff was phenomenal give him an increase she took care of our best
thanks to aa dart for getting me home in time for work this morning den dfw did not have to waste a vaca day,thanks to aa dart to bring me back to time for work this morning den dfw i did not have to waste a day of vaca
glad to hear that there were no serious injuries in the minor crash this evening,glad to hear there was no serious injury in the minor accident tonight
no space in my seat but thanks to your pilots i m back 25mn early to ohare did not think that was possible,no space in my seat but thanks to your pilots i m back 25 minutes early for ohare i did not think it was possible
just followed you,i just followed you
keep it up,keep going
i ve just received the ticket thank you for your help,i just got the ticket thank you for your help
tpa ord aa1679 another successful journey thanks for the hospitality,tpa ord aa1679 another successful trip thank you for hospitality
thank you for the response much appreciated,thank you for the answer it is very appreciated
thanks i actually made it my connection flight was delayed guess all delays are not a bad thing,thank you i did my connection flight was delayed guess all the delays are not a bad thing
ui americanair thanks for the shout out candace enjoy the ride u always i adore american airlines,ui americanair thank you for the shout candace always enjoy the ride u i love american airlines
still thinking those pjs may have me sold we would to have you on board with us here i come,they always think i ve sold out that we will have you boarded with us i m coming here
the folks at the executive platinum desk are great pros they understand my displeasure with change fees and switch to sw,people in the platinum office are great pros they understand my inconvenience with the change fees and move to the sw
he thanks you anything you can do to help would any further information help in the process,he thanks you anything you can do to help would other information help in the process
congrats on your call center customer service a guy named fidencio answered and he went above amp beyond to help me uoi uoi uoi,congratulations on your call centre customer service a guy named fidencio replied and he went over and beyond to help me uoi uoi uoi
despite the inconvenience the situation was handled quickly and we appreciate it very much,despite the disadvantages the situation was dealt with quickly and we appreciate it very much
absolutely,absolutely
just received it actually thank you,i just got it actually thank you
thanks u idk if it still late flight but i hope i get it tonight u,thank you idk if it is still late flight but i hope i have it tonight u
thanks me too,thank you too
everything for sorted out thanks for the help excited to get home tonight,everything to sort thanks for the help happy to go home tonight
keep up the good work got me to my destination safe and on time today,keep working made me to my destination safely and in time today
lady at b1 abq for 5347 on 2 23 was of a great service to all among several cancelled flightlations,lady b1 abq for 5347 out of 2 23 was of great service for all among several cancelled flights
thanks for following up it finally worked fingers crossed the new flight works,thanks for the follow up it finally worked the fingers crossed the new flight
was not on board you today just watched report unfold on twitter but still am very proud,was not on board today just watching the report go on twitter but always be very proud
thank you for the response we got it resolved at the counter,thank you for the answer we solved it at the counter
no kidding going to take some beating on the apron and there are some good lookin planes out there,no kidding i m going to take a beating on the apron and there are good plans looking out
thanks to aa for the upgrade today and getting me on a new flight after my first one was cancelled flightled,thanks to aa for upgrade today and have me on a new flight after my first flight was cancelled
first ride on new 737 800 with new interior and in seat video nice improvement,first round on the new 737 800 with a new interior and a seat video nice improvement
no worries at all yuaall have a good one,no worries at all yuaall has a good one
flight for tomorrow was cancelled flightled new one booked seats taken care of just a tweet to commend you all on the service thanks,the flight for tomorrow was cancelled the new reserved seats supported just a tweet to congratulate you all on the service thank you
yes it says it should be deliver within 6 hours after pick up line,yes he says he should be delivered within 6 hours after picking up the line
delaney and shawn at dfw showed exceptional customer service today will happily choose aa whenever possible now thank you,delaney and shawn to dfw showed outstanding customer service today choose happy hasa every time possible now thank you
thanks i finally got through this afternoon,thank you i ended up spending the afternoon
thanks for working in very rigorous weather conditions for all,thank you for working in very rigorous weather conditions for all
thanks i ll look forward to the response,thank you i will look forward to the answer
thank you truly appreciate the help just sent a dm,thanks really appreciate the help just sent a dm
thank you so much,thank you very much
thank you for the assistance,thanks for the help
