0,1
you're right. someone is up to something...,You're right. Someone's at something.
can i get a free ticket to hawaii for being fabulous,I can get a free hawaii ticket to be fabulous
"i want to change my flight for next week, they will still charge me. waiting for fligt status","I want to change my flight for next week, they'll always charge me. waiting for fligt status"
"that's dfw!? omg! yeah cold, everywhere!","Is that straw? Yes, cold, everywhere!"
"when flight booking problems an int'l flight online, do i have to provide a passport number when flight booking problems or just when i arrive at airport?","when the flight booking has an online flight problem, should I provide a passport number when the flight booking problems or just when I arrive at the airport?"
yes they do,Yes.
hook me up with a free trip to barbados and i will tell you the secret beaches to see,I'll tell you the secret beaches to see
thank you for responding so quickly to my tweets i do appreciate that.,"Thank you for responding so quickly to my tweets, thank you."
please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,please send me an email to temorris2010@hotmail.com ready to discuss my experience and give another try would like to speak directly
ui@americanair: bet these birds wish they'd flown south for the lol,ui@americanair: bet these birds want them to go south for lol
aren't you glad this isn't you rt bet these birds wish they'd flown south for the,You don't rejoice that these birds want them to go south.
second pic from cdg?,Second picture of cdg?
i'm sure all these birds will be in warmer weather soon.,I'm sure all these birds will be warmer soon.
this is very true. another reason why we stay south in the winter months of travel,That's very true. another reason why we stay south in the winter months of travel
"would have had to fly real far south, huh?","Should've stolen far south, huh?"
um. down south has snow too,"um. South, snow too."
i'm sure they did. it's certainly chilly back east today! _u,I'm sure they did. It's very fresh today! I don't know.
do you still use dc9's?,Are you still using dc9?
"if i've booked an aa award on usair metal, and space opens up on aa metal, can i change to the aa flight without fees?","If I booked an aa prize on the air metal, and the space opens on the aa metal, can I go to the aa flight at no charge?"
"if i want to change my flight due to weather conditions in dallas this weekend, i should be able to cover change fee with miles","if I want to change my flight due to weather conditions in dallas this weekend, I should be able to cover change costs with miles"
are you expecting delays/cancelled flightlations at dallas on 25/26th due to the snow? nothing like monday i hope!,"Are you waiting for delays or flights cancelled at dallas on 25/26th due to the snow? Nothing like Monday, I hope!"
have your experts seen this? this is right at rdu airport.,Did your experts see that? It's just at the rdu airport.
do you offer group pricing discounts by any chance?,Do you offer group price reductions by chance?
now i understand!!,Now I understand!
fly my child,steal my child
oh they seem to have reappeared now lol,oh they seem to have reappeared now lol
and then wanted to change it to ba for avios.,And then wanted to change it for the avio.
thank you for responding...my laptop is in my bag and i need it for work. i am worried. the file code is utevgw.,Thank you for answering. My laptop is in my bag and I need it for work. I'm worried. the file code is utevgw.
hi guys.i have 2/25 rno-dfw tomorrow.plane coming from dfw with bad weather in am.should i consider fi-route as i have connect?,I got 2/25 Rno-dfw tomorrow. the plane from the dew with the bad weather. Should I consider fi-route as I have a link?
"traveling with my infant: do you check the carseat for free? if so, do you provide a bag? someone told me but wanted to confirm","travel with my baby: do you check the bodywork for free? If so, do you provide a bag? Someone told me but wanted to confirm"
"not here yet, but i plan on it. if you could have them fly low and slow right in front of me, that would be great.","Not here yet, but I've planned. If you could make them fly low and slow in front of me, it would be great."
forgot to select my ksml on my flight to la and it's a few minutes under the 24 hour mark. is there any way to change it?,I forgot to choose my ksml on my flight for and a few minutes ago under the 24 hour mark. Is there a way to change it?
i'll dm you.,I'll kill you.
"i can dm it to you, if you follow me","I can tell you, if you've got me"
help,aid
connection is us2065,connection is us2065
i am dealing with the reflight booking problems agent in the miami airport now,I'm dealing with the reflight booking problem agent in the miami airport now
drop me a follow i need help,Let me go.
yes i do i am traveling to marsh harbor,"Yes, I travel to the marsh port"
we're trying to coordinate an airport hand-off of nutella!,We're trying to coordinate a take-off from the airport!
"is there any way to manually add gift cards to an ex-eu ticket( aa metal on long haul,ba for intra-eu)?","Is there a way to manually add gift cards to an ex-eu ticket (a metal on long haul,ba for intra-eu?)"
does it show that we are on the same plane?,Does that show we're on the same plane?
"depends on the terminal, what' the best option? arrive c, depart a. breakfast burrito is what i'm craving.. any update on 1119?","depending on the terminal, what is the best option? I'll be right there, leaving a burrito breakfast. an update on 1119?"
and is there a delay on our connection to pns?,And is there any delay in our connection to the lice?
thanks for getting back to me. how frequently are these weather advisories updated throughout the day?,Thanks for seeing me again. How many times are these weather notices updated throughout the day?
my flight number is 3m 50,My flight number is 3m 50
i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _ua,"I know it's probably a no, but is there a way to get a cheaper ticket if the flight leaves in a few hours? - You're right."
"yes, obviously! it just stinks that 4pm is the one option when she was supposed to fly at 7am yesterday.","Yes, of course! It just stinks that 4:00 is the only option when she was supposed to fly at 7:00 yesterday."
we're all being told by emergency services to stay home for the next 24-48 hours.,emergency services all tell us to stay home for the next 24-48 hours.
flight ba1551 departing tomorrow (wednesday) - not cancelled flightled but how can anyone make it to the airport in this weather?,flight ba1551 from tomorrow (Tuesday) - not cancelled in flight but how can we do it at the airport in time?
she's on manch to charlotte fl 4628 told her she could get on a 4pm flight to west palm beach. nothing earlier?,She's on the manch for the 4628 tank flight told her she could take a 16-hour flight to the west palm beach. Nothing before?
it's flight 5348,It's Flight 5348
please can you tell me why dfw has a weather advisory and rdu does not? the entire state of nc has shut down from ice &amp; snow!,Can you tell me why drw has a weather notice and don't do it? the whole state of nc stopped from the ice and the snow!
"i'd like the 11c i originally tried for - again, happy to pay the difference","I'd like the 11c I tried originally - again, happy to pay the difference"
when will you be issuing a weather advisory for rdu?? the entire state of nc has shut down from the overnight winter storm.,When will you post a weather notice for a rdu? the entire state of nc stopped from the winter storm.
when will the merging of miles between you and be complete? wasn't it this month?,When will the fusion of miles between you and be complete? Wasn't this month?
"they said it works 80-90% of the time, dfw security entrance c26. before/after pre-check, whereas i paid for the service.","They said it works 80-90% of the time, security entrance dfw c26. before/after pre-verification, while I paid for the service."
3659 from sgf -&gt; dfw. you might want to clear off the ice for the planes landing. _u_,3659 sgf &gt; dfw. You might want to clear the ice for the aircraft landing. u
one question.. my wife didn't get the bonus. should i call about it today?,a question. My wife didn't get the bonus. Should I call on this today?
good morning! wondering why my pre-tsa check was not on my boarding pass this morning??,Hello! I wonder why my check wasn't on my boarding card this morning?
yes i do bit you don't follow me so i can't dm you,"If I bite, you don't follow me, then I can't dm"
"was hoping for 8a if possible, for some frozen views along the way!","hoped 8a if possible, for some frozen views on the way!"
hi when will your next set of flights be out for next year from dublin???,When will we get out of your next dublin flight next year?
"had my flight changed from us airways to you, now i can't get two seats together. can you help?","If my flight changed our airways, I can't have two seats together. Can you help?"
"oh i will, aa on speed dial","Oh, I'm going, aa on the speed dial"
"thanks, was just about to book a flight to uk using but after reading this exchange, there's no way. i've sent","Thank you, was about to book a flight to uk using but after reading this exchange, there is no way. I sent"
amazing to watch (who travels with celebs all over the world) show the youth of america who *not* to fly with.,amazing to watch (who travels with celebrities all over the world) show the kids of america who don't fly with.
"travel week, delays, cancelled flightlations, ""if you want to learn more about the merger press 1"", delay my connector in chicago","travel week, delays, flights cancelled, ""if you want to know more about the melting press 1,"" delay my connector in chicago"
"""thank you for contacting american. the email address you have written to is an unmonitored accountu","""thank you for contacting Americans. the email address you wrote is an unattended account"
"the motor that usually starts the engine is broke and ground crew failed to do it on time, per pilot","the engine that usually starts the engine is broken and the ground crew failed to do so on time, by pilot"
"and get it together, perfect combination for delays and cancelled flightlations","and assembling it, perfect combination for delays and cancelled flights"
"thank you for the info! changes need to be made over the phone, correct? is there any way an aa agent can call me directly?","Thanks for the news! The changes must be made by phone, right? Can an agent call me directly?"
did that yesterday. on the phone with them now,It was yesterday. phone with them now
that's what is on my ticket and my confirmation email. anything else?,That's what's on my ticket and my confirmation email. Anything else?
try this. dpdfpp,Try this. dpdfpp
record number is bpdfpp.,record number is bpdfpp.
"embassy suites 13341 woodland park drive herndon, virginia, 20171 us +1-703-464-0200","embassy suites 13341 wooded park led herndon, virginia, 20171 us +1-703-464-0200"
lol great answer.. ui@americanair: our agents are checking in passengers as quickly as possible. we appreciate your patience.u,Good answer. ui@americanair: our agents check the passengers as quickly as possible. we appreciate your patience.u
super spring tides and uitide of the centuryu drawing tourists to french and u.k coasts:,the tides of spring and the uitid of the tourists of drawings from centuryu to the French coast and u.k:
"ps, i was right.",I was right.
"you don't have those abilities anywhere! not at the ticket counter, at cust service, or online. that's why we're done here.","You don't have these abilities anywhere! not at the ticket counter, at the dust department, or online. That's why we're done here."
of course you are because that's your companies job! you guys failed at it in the first place. upgrade me and then we'll talk.,Of course you are because it's your business work! You failed first. I'm getting up and we'll talk.
flight 1679 (n76200) prepares for flight at before departing for,Flight 1679 (n76200) is prepared for the flight before leaving to
"we did talk with delta for about hour over phone, and i got a number from delta that they asked to give to aa, which i did.","We talked with delta for an hour by phone, and I got a delta number they asked to give aa, what I did."
"already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this","already made- answer was ""sorry. we believe it's fair."" as a journalist writing an article on my trip, I'll include this"
i saw an american 767 in old colours at on saturday! was surprised to see!,I saw an American 767 in old colours on Saturday! was surprised to see!
plane veers off runway at icy dallas airport,airplane fired off the runway at icy dallas airport
"oh, yeah. i guess those are two different things. 3 am does weird things to my brain. thanks again! xox","Oh, yeah. I guess these are two different things. 3 I'm making things weird to my brain. Thanks again! xox"
yes. no one is answering and i'm on a train,Yes. Nobody answers and I'm on a train.
just hoping/praying for a safe flight. they've had to stop and de-ice our plane yet again_u_,hoping/fishing for a safe flight. they had to stop and disable our plane again_u
done,made
will do. i also passed the website around to other passengers.,It will. I also spent the site around other passengers.
and btwn gate a8 &amp; a15 i lost a diamond earring pls have maintenance look for it!!,and btwn gate a8 &amp; a15 i lost a diamond earring pls have maintenance search!
"we then had to deplane, and change planes.","Then we had to disintegrate, and change the plans."
and i forgot about that lounge!_ua,And I forgot this living room!
- reference number to this request: 1-3001408092,- reference number to this request: 1-3001408092
are you expecting any delays out of tomorrow morning?,Are you expecting delays in the morning?
oh trust me. i am in love. it is so beautiful!,Trust me. I'm in love. It's so beautiful!
followed! sure hope you can help!,Follow! Hope you can help!
no not yet. waiting to be connected to an agent,Not yet. waiting to be connected to an agent
well we cleared customs in auh. i need to get to iah after i arrive in dfw. is it possible to retrieve my luggage in iad?,We erased the customs in auh. I need to go to iah after I get to dfw. Is it possible to get my iad luggage?
"i will and i will share with many, many others.","I will, and I will share with many others."
tell me you can get me to abi earlier than 8 pm tomorrow,Tell me you can take me to abi earlier than 8:00 tomorrow.
follow me back so i can dm you guys,Follow me so I can help you.
do you have hand sanitizer in the bathrooms on your flights?,Do you have a hand disinfectant in the bathrooms on your flights?
on our way now,On the way now
i am traveling from auh to iad via etihad and then from iad to dfw via aa. will i be able to retrieve my checked bag in iad?,I travel from auh to iad via etihad and from iad to dfw via aa. Can I get my checked bag back in iad?
sent,sent
what about flight 1239?,And flight 1239?
with snow/ice forecast dfw tu pm-we am what is change policy on reservations we hold wed morning? any leeway??,with snow / ice forecast dfw are you pm-we are what is the policy of change on the reservations we hold in wet morning? A path?
do you guys have wifi on international flights?,Do you have wifi on international flights?
what are preferred seats?,What are the preferred seats?
the late flightst usair4603. earlier 4591,volt usair4603. Previous 4591
any delays on tonight's flight from dfw to sat? i have family members on board.,"delays on the flight tonight, from dfw to sam? I have family members on board."
can i use an swu on an finnair codeshare of an american operated flight (jfk-man)? thanks in advance for the help!,Can I use a swu on an American flight finnair code (jfk-man?) please in advance for help!
yes....twice...for two different flights and occasions,Yes. twice. for two flights and different occasions
why is your cover photo of twa? just wondering.,Why is your twa cover photo? I was wondering.
yikes.,yikes.
.@americanair hopefully it's all fixed. they've got a new aircraft for us- just waiting to board.,@.americanair hopes everything is settled. They have a new plane for us.
i need to cancelled flight a flight i booked earlier tonight. are you able to do it over twitter?,I have to cancel a flight I booked earlier tonight. Can you do it on twitter?
jet slides off icy taxiway at story:,jet slips on icy taxiway in history:
any idea why flight 5392 from hsv to dfw tomorrow cancelled flightled about 45 minutes ago?,No idea why the flight 5392 from hsv to dfw tomorrow cancelled the flight 45 minutes ago?
did the policy change? i've seen people with hamsters and rabbits before.,Has politics changed? I've seen people with hamsters and rabbits.
my 2498 to clt left the gate. what is next for clt. need help,my 2498 at the driveway left the door. which is the next for clt. need help
is that the flight for tomorrow?,Is that the flight for tomorrow?
do you have any flights with lie flat seating from stl to pdx around the date of march 5?,Do you have flights with flat pdx stl seats around the date of March 5?
do we get a class discount on your wifi? i will be flying your airlines at approx. 4 am?,Do we have a lecture on your wifi? I'm gonna fly your airlines around. Four hours?
can i send you my trusted traveler id to add to my reservation for tsa pre?,Can I send you my reliable traveler id to add to my reservation for tsa pre?
anything in particular i should ask for. will they want me to document my mileage plus status!,Anything I should ask. They will want me to document my mileage plus the status!
"daughter record loc. is kybilc. she is traveling with 3 y.o. and needs to be in adjacent seats, not across isle.","The girl records the loc. is kybilc. it travels with 3 y.o and must be in the adjacent seats, not across the island."
are flights from pensacola fl delayed flight 3670,are flights of flried pensacola flight 3670
the status on my itinerary says on request in red. what's that mean?,status on my itinerary says on request in red. What does that mean?
this happened to me too!!!,It happened to me too!
can you help me update a birthday that was incorrectly input in a reservation? this is preventing me from checking in,Can you help me update a birthday that was incorrectly entered into a reservation? It keeps me from checking.
"the dinner and called me ""hon"". not the service i would expect from 1st class.",dinner and called me. Not the service I would expect from the first class.
"upgraded to 1st class. inquired about red wine. ""sauvignon blanc &amp; i can't pronounce the other one."" couldn't describe...","upgrade to the first class. asks about the red wine. ""white soap &amp; i can't pronounce the other one."" couldn't describe."
can you provide guidance on how i should work with them to resolve the issue,Can you give advice on how I should work with them to solve the problem
um no just hanging out whatuas new w you?,"Uh, not just hanging out what you got again?"
is there a way i can get a record of all the flights i've taken with you?,Is there a way I can get a record of all the flights I've taken with you?
- don't be jealous. i live in sydney and my t-shirt and jeans don't suit the office for work. i need suits and a warm jacket.,- Don't be jealous. I live in sydney and my t-shirts and jeans are not suitable for work. I need costumes and a hot jacket.
no snow in st. louis. cold but no snow. hub flights welcome.,No snow in a laud. cold but no snow. welcome hub flights.
we've sent you more info via dm. i truly hope you resolve this very quickly.,we sent you more information via dm. I really hope you solve it very quickly.
amen!,Amen!
basically u right now,wholesale u now
"on connections in today, extremely disappointed w/ unaccommodating customer service, rethinking loyalty _u","on connections in today, extremely disappointed w / customer service without compromise, rethinking loyalty _u"
well i'm flying instead - for free! their credits actually work.,I fly instead - for free! their credits really work.
boom.,boom.
"yes, thanks i found those, didn't see the gray tab at first","Yes, thank you I found this, didn't see the gray tab at the beginning"
"my chariot tonight. from this angle it looks like a 787, no?","My tank tonight, from this angle, looks like a 787, right?"
new marketing song? let us know what you think?,new marketing song? Tell us what you think?
originating at sfo and going to lax.,native to sfo and go to lax.
you guys are the talk of the americans down here in ecuador! read this!,You're talking about the Americans here to the equator! Read that!
i've tried...its anyway,I tried.
flight get me out of chicago.,I'm out of chicago.
"so, what should he do next exactly?!",So what should he do exactly?!
see photo of b787 scale model &amp; our pn 320008a wheel deflator specified in chapter 32 of b787 amm.,see photo of b787 scale model &amp; our pn 320008a wheel inflator specified in chapter 32 of b787 amm.
see photo of 787 model &amp; our pn 320008a wheel deflator specified in chapter 32 of b787 amm.,see photo of 787 model &amp; our pn 320008a degonfleur specified in chapter 32 of b787 amm.
3127. just landed in lit.,3127. He just landed.
are pets allowed in first class?,Are animals allowed in the first class?
am i upgraded on my next flight?,I'm overclassed on my next flight?
"when changing dest city on an award for a reservation party of 4, is fee $150 for each pax or 150 for first and 25 for rest?","When changing city of dest on a price for a reservation part of 4, is it $150 for each pax or 150 for the first and 25 for rest?"
it was 639,it was 639
on approach to mex....,on the mex approach.
about when can i see a new american airlines credit card to replace my usairways dividend mastercard?,When can I see a new credit card for American airlines to replace my dividend usairways credit card?
boarding in 2mins yay!!!!,Boarding in 2mins yay!
"hi, did the discount award policy for credit card holders change? no longer seeing the chart of specials on the site. thanks!",Has the rebate policy for credit card holders changed? no longer see the specialty chart on the site. Thank you!
thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up?,"Thanks for doing it, but now it tells me to go to the airport and check with an agent. What's up?"
what's the best number to use?,What's the best number to use?
i had booked online but unable to cancelled flight online. but finally got thru.,"I had booked online but I couldn't cancel the flight online. But finally, it's the thru."
our flight attendant announced that we have transportation waiting for us for that flight so i think we'll make it.,"our flight attendant announced that we had the transport that was waiting for us for this flight, so I think we'll do it."
so whats the hold up on flight 4302?,"So, what's Flight 4302 holding?"
"considering it was past midnight, i hung up and called again to receive another service call.","Considering that it was midnight, I hung up and called again to receive another service call."
can i redeem aadavantage miles on lan flights?,Can I buy a lot of miles on a lan flight?
is there a probability that flight 1330 from dfw to dtw will be delayed or cancelled flighted?,Is there a likelihood that the flight 1330 from dew to dew is delayed or cancelled?
"uhmmm we need down in dallas,tx for his tour _uc_uc_uc","we need downstairs in dallas,tx for his uc_uc_uc"
please dm me,"Please, please."
could you check if there is swu (typo in last post) space on aa199 mxp-jfk feb 28th? thanks,Can you check if there is swu (typo in the last post) space on aa199 mxp-jfk feb 28th? Thank you.
could you check if there is svu space on aa199 mxp-jfk feb 28th? thanks,Can you check if there is any space on aa199 mxp-jfk feb 28th? Thank you.
"i have a couple questions for you, if youuare available for pm?","I have a few questions for you, if you're available for pm?"
is my friends flight 386 from jax to dfw cancelled flighted?,Are my friends stealing 386 jax to dfw canceled?
thank you,Thank you.
"but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she couldn't.","But I was told that she could use her credit with the airline for one of my flights, so they told her she couldn't."
well you spelled my name wrong.,You wrote my name wrong.
due to road conditions,due to road conditions
i was going to change it to tomorrow because i am concerned if the fllight does make i won't be able to leave the airport 1/2,I was gonna change it tomorrow because I'm worried if the fire makes me not able to leave the airport 1/2
i wrote down the evoucher number. i got rid of the voucher when i purchased air fair,I wrote the number of stirrers. I got rid of the good when I bought fair air
"when did american airlines start flying to and from siberia? wait, this is the usa? oy!",When did the American airlines start flying in siberia and from siberia? Is this theusa? oy!
followback,followback
"hahaha.... ""meanwhile in russia....""","Hahaha. ""before in russia."""
"is that the ""record locator""?","Is the ""recording locator""?"
no. prebook flight for wife's 40th bday in no. i recently have had surgery and can't travel. won't let another go in my place,No. prebook flight for the 40th day of the woman in no. I recently had an operation and I can't travel. I won't let another go to my house.
dm sent,dm sent
okay. i just sent it.,Okay. I just sent it.
"i'd like to explore both options, and what the cost might be to change the date and destination.","I would like to explore both options, and what is the cost to change the date and destination."
"the view of oregon from seat 31f, flight aa1469 2/22/15","view of the barley from seat 31f, flight aa1469 2/22/15"
i need some help. my record locator is bringing up two different flights in your system. one op by aa &amp; one from us airways.,I need help. my disk locator has brought two different flights into your system. an op by aa &amp; one of us airways.
dmed back,dmed return
"yessir rt ui@americanair: good morning, rob. we're showing the flight to sunny mexico just pushed off the gate.u","Yessir rt ui@americanair: hello, bravo. we show the flight to the sunny mexico just pushed out of the door. u"
need help on a reservation. can you follow so that i can dm details? thanks!,need help on a reservation. Can you follow so I can dm detail? Thank you!
need help changing a flight. please dm,need help changing a flight. Please.
will my us air points now be combined with yours?,Will my air points now be combined with yours?
research buddy. read my previous tweets and get some context.,researcher. read my previous tweets and get context.
is 2513 and 1555 on time or cancelled flightled?,is 2513 and 1555 in time or cancelled in flight?
done.,It's done.
would it be possible to change my flight on your website? many thanks,would it be possible to modify my flight on your website? Thank you very much.
this receipt doesn't show the evoucher value nor does it mention having used an evoucher,this receipt does not show the value of the stirrer nor mention having used a evoker
that's what i am hoping for,I hope so.
dmed the name,dmed the name
flight 353,flight 353
i need help cancelled flighting an upcoming flight made with aadvantage miles. record locator hfjkto. can someone please assist?,I need help to cancel the flight of a next flight with miles of advantage. record locator hfjkto. Can anyone help?
lost black wallet at was on flight 2208 to cle.would appreciate ur help. last i used it at on a20.,The black wallet lost was in flight 2208 on the island. I'd appreciate your help. I used it at 8:00.
"thank you, but i'll be cancelled flighting my return flight, as i've already rebooked with another airline so i can get home today.","Thank you, but I'm gonna be canceled in the flight of my return flight, as I've already booked with another airline so I can go back today."
fl 249 to dfw is leaving newark on time but is going to nashville first. will i get stuck in nashville?,fl 249 to dfw leaves newark in time but go first to nashville. I'll be stuck in nashville?
why is it from june 1 thru december 31 there are no bus/first milesaaver awards available from cun to nyc?,Why is there no bus/first milesaaver prices available from cun to nyc from 1 June to 31 December?
"its only 1500 characters, i will respond via formal letter. trust me, i have plenty to say.","his only 1500 characters, I will answer by official letter. Trust me, I have a lot to say."
the saga continues..,The saga continues.
could you guys follow me so i can dm yall please,You can follow me so I can yall please
"two were non revs, right?","Two were not reverences, right?"
check your dm please,check your dm please
can you tell me why flight 1542 from dfw to phl was cancelled flightled for tomorrow?,Can you tell me why flight 1542 of the phl dew was cancelled for tomorrow?
how we looking? we going to be able to get out on time?,How do we look? Are we gonna be able to get out of time?
thank you,Thank you.
"i sent you a dm, can you please help.",I sent you a doctor.
please follow me.,Follow me.
any way that we could look at other options for today?,other options for today?
i saw it finally come through on the mobile app. however it's for tomorrow and i have meetings tonight that i'm trying to make.,I finally saw him go through the mobile app. But it's for tomorrow and I have meetings tonight that I'm trying to do.
i meant can you use the 50k bonus sign up mileage for alaska flights or only american?,"I mean, can you use the 50k bonus for Alaska or only American flights?"
please confirm 2917 from cid-dfw at 11:30 departure will be/is cancelled flighted. don't want to make the hour drive!,Please confirm 2917 of cid-dfw at 11:30 the departure will be/is cancelled in flight. Don't want to go around the hour!
is our flight cancelled flightled?,Is our flight cancelled?
"good morning, please let me know if i will be able to get those luggage tags. tx!","Hello, please tell me if I can get those labels back. Tx!"
i need a vacation from all this ice!,I need a vacation of all this ice cream!
how are the runways at dfw? will you be flying late flightr today? thanks.,How are the dfw tracks? Are you gonna fly late today?
at lax &amp; just got off the phone w/reservations. every flight that'd get me to bos before 11 am tmrw is apparently unavailable _u,at lax &amp; just left the phone w/reservations. all the flights that would have brought me to bos before 11 h tmrw are apparently unavailable _u
are you anticipating weather-relate flightd cancelled flightations for afternoon departures out of aus today?,Are you an anticipating flights cancelled in flight at dawn for departures from the afternoon of today?
no worries. don't blame you for weather.,No worries. Don't blame yourself for the weather.
i need to be back in cleveland as early as possible tomorrow,I have to get back to cleveland as soon as possible tomorrow
- trying to track down backs for two of my attendees,- trying to find two of my participants
does that mean my ktn is not in my reservation?,Does that mean my ktn's not in my reservation?
i just sent a dm,I just sent a dm
"i hear is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?","I heard he's offering 2,500 miles to frequent flyers if their bags don't go out in 20 minutes of landing thoughts?"
is there anyone online that can help... the flight leaves in 3 hrs,There's someone online who can help. flight leaves in 3 hours
do you know if there is wifi on this flight? if so how much is it? thank you,Do you know if there's wifi on this flight? How much? Thank you.
will 2396 be cancelled flightled tonight?,2396 will be cancelled tonight?
is dfw accepting any arrivals or departures today?,Does dfw accept arrivals or departures today?
"is it true, as fas are saying, that you have no way to collect money from passengers (after door closing) who want a mce seat?","Is it true, as the fas say, that you have no way of collecting money from passengers (after the door closes) who want a seat of mce?"
"sorry, what equipment? have the passengers been allowed to return to the plane?",What equipment? Have the passengers been allowed to return to the plane?
uo y'all will like this one.,You'll like this one.
thank you...i know it's a busy for you today but any help would be appreciated...,"Thank you. I know it's busy for you today, but any help would be appreciated."
.. umm hello?,Hello?
qsvgru when would the next flight arrive?,qsvgru when the next flight is coming?
hi do you have a phone number to ring from uk regarding claim for our late flight flight departure claim amount agreed just had no,"Hello, you have a phone number to ring with uk regarding the request for our agreed late flight departure request just had not"
", check dm please!",Please check!
"got a callback at 1 am, took care of it. thanks.","He received a reminder at 1:00, took care of it. Thank you."
is flight 2413 to la delayed?,Is flight 2413 delayed?
"hello ! i cannot register for my tomorrow flight from paris to las vegas ""this feature is currently unavailable"" appears ?","Hello! I can't sign up for my flight of tomorrow's betting to the vegas ""this feature is currently unavailable"" appears?"
when did they start to sell water ?,When did they start selling water?
"hi guys, can you tell me what the emergency is for diverting to from zurich-new york? thanks, john.","Tell me what the emergency is to turn to a new york. Thank you, john."
"we have been rebooked due to weather, but need to change our reservation and fly on the 24th, instead of the 23rd.","We were booked because of the weather, but we have to change our reservation and fly the 24 instead of the 23rd."
can you respond to my dm?,Can you answer my mother?
airport to figure this out or can someone tell me now? flight is from san juan to san diego,The airport to find this or can anyone tell me? flight is from san juan to san diego
if you could let me know where i'm staying tonight (if you've booked anything) that would be great. do i have to go to the,If you could tell me where I'm staying tonight (if you booked something) it would be great. Do I have to go to the
what terminal lhr for aa5/ba1506? doesn't say in boarding pass,Which terminal ridge for aa5/ba1506? Don't say in boarding.
more or less - after a night in a party hotel - no sleep and a 5:30 am rebook- on our way back to phl,more or less - after a night in a holiday hotel - no sleep and a 5:30 am rebook- on our way back to phl
hi. i have koa-lax-phl-ord booked as a 1-way savr awrd. if i called to chnge it to koa-lax-phx-ord would i have to pay any fees,Hi. I've got Koa-lax-phl-ord reserved like a 1-way swamp. If I called to the koa-lax-phx-ord claw I should pay the costs
can you use the aa credit platinum select world mastercard for alaska flights? or just american?,Can you use the credit plate to select the world mastercard card for Alaska flights? Or just American?
why did aa973 return to jfk? thanks,Why did aa973 come back to jfk? Thank you.
"please rebook me from seattle to columbus tue 2/24, locator: karaax, name: mitchell m neuer","Please book me from the sea to columbus tue 2/24, locator: karaax, name: mitchell m neuer"
reebooked for tomorrow in aa 1389 lv-dfw at 810 am arriving 12.50pm; still open this flight?,rewritten for tomorrow in aa 1389 lv-dfw at 8:10 am arrive at 12:50 pm; Are you still opening this flight?
can you check on he status of my exp membership card? need the physical card to access some international lounges soon.,Can you check that he's my exp membership card? need the physical card to quickly access certain international trade shows.
235. we made it to seattle...,235. We did it to the water.
can you please connect these two reservations together and also add a child in a lap. kevolt and sozldj march 1. thanks,can you connect these two bookings together and add a child in a tower. kevolt and sozldj march 1. Thank you.
"will do. i'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?",It will. I think a route literally identical to your sample routes might work - need to update?
"would like to talk to someone, please follow.","I'd like to talk to someone, please follow."
lmao this is so funny,"Lmao, that's funny."
i was on a flight for tomorrow and my reservation is coming up. help me!,I was on a flight for tomorrow and my reservation is coming. Help me!
i left something on my flight from ord to sfo earlier today and believe it's on the plane back at ord now. please help.,I left something on my ore flight to sfo earlier today and I think it's on the plane from now on. Please help.
booked aa3370 departing jfk 2/25/15. it was booked via ba and i want to change my ff# to aa can you do that for me via twitter?,reserved aa3370 at departure jfk 2/25/15. it was reserved via ba and I want to change my ff# to aa can you do this for me via twitter?
48 hours and still no bag. could have flown to costa rica and back by now. i had gifts for my family in my bags.,48 hours and still no bag. I could have gone back to the hurricane. I had gifts for my family in my bags.
probably had money on they said to hell with lol,They must have had money to tell hell
i'm going to speak with customer service at the airport tomorrow morning and see what my options are. i need a flight tomorrow,I'll talk to the customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow.
can we get a status update on flight 1457? are we going to make it home tonight...?,Can we get an update on status on flight 1457? Shall we go home tonight?
what's the status of flights for tuesday out of dallas??,What is the status of flights for Tuesday off the Dallas?
thank you for the response. when i book i've tried my aa number and my us airways number and each time it doesn't pick it up,"Thank you for the answer. When I tried my number and my antenna number, and every time he doesn't pick it up"
flights out of dallas on tuesday are not going to be cancelled flightled correct?,flights out of Dallas on Tuesday will not be cancelled in correct flight?
flight number,Number
it looks like a mistake,It looks like a mistake.
at the gate when i get off the plane?,When I get off the plane?
can you take care please. thanks,You can take care of yourself. Thank you.
no worries you're swamped i know just dmd back thank u,no worries you're swampy I just know dmd back thanks u
done. i hope you can offer something.,It's done. I hope you can offer something.
my fly is 1579 if do you have some news,My fly is 1579 if you have news
online flight notification is down.,the on-line flight notification is out.
"flight 1388 tomorrow 5:15 am, status please, thanks","flight 1388 tomorrow 5h15, please, thank you"
any luck?,A chance?
group cancelled flights close to a thousand monday,flights cancelled by group near a thousand Monday
