original,translated
any progress good luck patrick,progress good luck patrick
and are not as merged as the marketing departments would have us believe maybe or can get me home,and are not as merged as marketing services would have made us believe maybe or maybe take me home
looking for some help to recover an item i left on an airplane this evening,seek help getting an article i left on a plane tonight
have you issued a memphis travel advisory for tomorrow winter weather coming through now,have you issued a travel notice for tomorrow winter time is now passing
can you help with a seat assignment 5 people flight 694 phx to hnl seats are split up anything you can do will be great,can you help a headquarters assignment 5 persons flight 694 phx at hnl seats are separated everything you can do will be great
follow dm please,follow dm please
flight 4424 operated by n813ma arrives at following flight from reagan national,flight 4424 operated by n813ma is due to the flight from the national reagan
do you have an email,do you have an email
what happens to frequent flyer miles earned once merger is complete with aa,what happens to miles of frequent flyer won once the merger with aa is completed
any idea when flight 703 to miami will leave for a second time,any idea when the 703 miami flight leaves for a second time
yea they will give you 5 cents on the dollar,they will give you five cents on the dollar
do you know what flight the pilots for 1581 are coming in on thanks,do you know what the pilots flight for 1581 is coming
can you provide me with info about checking strollers and car seats costs restrictions need to bring 2 seats 1 stroller,can you provide me with information on the inspection of pushchairs and car seats the costs 2 seats 1 pushchair
i have received two reservation check ins for two different flights for my one flight tomorrow morning need assistance asap,i received two booking check ins for two different flights for my only flight in the morning need for assistance
cancelled flightled the last part of a ticket and am confused from the email i received whether value remains is there someone i can ask,canceled the last part of a ticket and i m confused with the email i received if the value remains is there anyone i can ask
please have your people hold flight 599 from phoenix to san jose we pulling up to the gate scheduled to depart at 5 40,please take flight 599 of phoenix to san jose we are going to the door scheduled to leave at 5 40
sorry we are in philly should have told you that,sorry we are on philly i should have told you
pilot says that we are going to take off in 10 minutes so maybe the systems came back online,the pilot says we are going to take off in 10 minutes so maybe the systems came back online
this is happening now,it is happening now
can i get a beer please flight,i can have a beer please flight
what is going on in clt,what is going on in clt
so any ideas when the it geeks will plug in the servers so 639 can be on its way to phx,so all the ideas when the geeks will plug the servers so that 639 can be on the way to the phx
any update on the computer outtage affecting flights is this national or just northeast eta on resolution,an update on the off voltage computer affecting the flights is it national or just northeast was on resolution
my wife left her phone on flight awe474 on friday february 20th upon landing in minneapolis how can we get it back thanks,my wife left her phone in awe474 flight on friday february 20th at minneapolis landing how can we get it back thank you
glad people can put their coats in the storage area though it would be super unfortunate to leave those on the floor,happy people can put their coats in the storage area it would be very unfortunate to leave people on the ground
but good luck getting there not cool,but good luck getting there not cool
i saw online you had fee but i was wondering if there was a way to pay for it ahead of time instead of at the kiosk,i saw online that you had a fee but i was wondering if there was a way to pay it before the hour instead of the kiosk
you all need to get it together,you need to get together
no i need the corporate office number please as that is who is dealing with this for me it is a 480 number,i do not need the business office number please because it is who is dealing with it for me it is a number 480
if my flight 4035 is delayed what time do i have to arrive at bhm,if my flight 4035 is delayed what time should i arrive at bhm
mad love nyc,crazy love
when aa gate supervisor 600117 was asked for his superiors name response received was the ceo of,when a door supervisor 600117 was requested for his superior name the response received was the ceo of
aa gate supervisor emplid 600117 allowed flight aa67 to leave jfk to sj on 20feb15 w o 8 customers that made final boarding call,aa portal supervisor emplid 600117 allowed the flight aa67 to leave jfk to sj on 20feb15 w o 8 customers who made final boarding call
you should update your passbook passes with any gate changes,you must update your passbook passes with any change of door
got transf to dividend miles need to change flight grandma just passed need to change ticket asap update on wait time,was transferred to miles of dividends to change the flight grandma just passed we have to change the ticket update the waiting time
just told by supervisor that they will not guarantee the empty seats to standby passengers with flights cancelled flightled so can sell them,just said by the supervisor that they will not guarantee empty seats to passengers on hold with cancelled flights in flight to sell them
what is the contact number for the corporate baggage office in phoenix,what is the contact number for the company s luggage office at phoenix
with this livery back in the day,with this delivery in the day
look into better service,look in a better service
flights to dfw cancelled flightled today,flights to dfw cancelled in flight today
what is your pet policy,what is your pet policy
come scoop,come here
i used my aadvantage number connected to the usairways when i booked tickets for friends will it benefit my account,i used my advantage number connected to the usairways when i booked tickets for friends will it benefit my account
my hubby has a 5hr layover in dfw fm the cxl d flt pls help get him home sooner if you can any room on s by 2 bwi or phl today,my hubby s got a five hour delay in the dfw fm the cxl d flt ps helps bring him home earlier if you can any room on s by 2 bwi or phl today
am 2 1 2 hours from airport sure would like to talk to someone,2 1 2 hours from the airport certainly would like to talk to someone
with chocolate flight please i m melting,with a chocolate flight please i m fond
sadly they have tried that and airport agentsu no flights so they are stranded at phl no chance of a hotel for them,unfortunately they tried this and the airport agentsu no flights so they are blocked to phl any chance of a hotel for them
with a glass of wine once we hit altitude,with a glass of wine once we reached the altitude
i want an icecream baby,i want an ice cream baby
i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section turn up the heat,i was told that you get a percentage on each plastic bottle that is sold around the starting section of the plate
at least they make you run so you want yo buy this fresh diet coke nice bizness plan its all about marketing right,at least they make you run so you want yo to buy this coke of fresh diet bizness plan its all on the right to marketing
any help regarding flights out of kphl would be much appreciated,any help with flights out of kphl would be very appreciated
but need to confirm please help,but need to confirm please help
one question can i book one way tickets with award travel points,a question can i book tickets in a way with points travels
if i rebook on another airline after my flight was cancelled flightled do you reimburse i need to get home today not tuesday,if i book on another airline after the cancellation of my flight you pay off i have to go home today not tuesday
how do i reserve my seat on the aa flight i transfer to from ord to evv,how to reserve my seat on the flight has that i transfer from ord to evoke
8am flight to mco canld amp resch 1 30 if we opt for 8 am depart tom will us air allow cng return day from sat to sun w o penalty,flight from 8h to mco canld amp resch 1 30 if we opt for 8 am from part tom we will allow the air to allow the return day of cng of sat to sun w o penalty
flying from orlando to philly to charlotte to lynchburg saw advisory re philly wld like to fly from orl to char,stealing from orlando to philly to the cart at lynchburg saw the philly board wld like to fly from orl to char
i think it is ok,i think it is okay
just had to buy a safety ticket online you will refund whichever ticket s are unused in full without penalty,you just had to buy a security ticket online you will refund all unused tickets in whole without penalty
i intend to very much my 4 000 followers will as well,i intend to a lot my 4 000 followers too
in a few weeks,in a few weeks
yes tells me the only way to mod plans is to call the 4322 number,yes tells me the only way of mod plans is to call number 4322
can i book award travel on etihad with dividend miles,can i book a trip on etihad with miles of dividend
what is going on with passengers diverted to clt on fll to phl flight that left at 830 tonight,what is going on with the detoured passengers to fly at 8 30 a m tonight
my guess is what happened in ended up in,i guess that is what happened
can i get an update on flight 680 to dca,can i get an update on flight 680 at dca
do not want to clog your already crowded line with a special meal request can someone dm me to sort out,do not want to pack your line already cast with a special meal request can anyone fix me
i should also add the weather conditions are terrible expecting 18 inches of snow any advice,i should also add the weather conditions are terrible waiting for 18 inches of snow advice
i m on flight 623 from dia to ontario tomorrow morning no access to the airport via taxi or shuttle what should i do,i m on 623 in a slide flight to ontario tomorrow morning no access to the airport by taxi or shuttle what should i do
well depending on the policy will make the determination as to which airline is selected to travel,well according to the policy the chosen airline will be determined to travel
just landed flight 545 any chance of making flight 5530 phoenix to aus,flight 545 any chance to fly 5530 phoenix aus
how long before departure do gates stay open will i make my connecting flight 1861 to rdu from flight 894,how long before the departure the doors remain open i ll do my 1861 correspondence flight from flight 894
i m flying with you this summer will i be able to leave miami airport during my 12 hour stopover there,i m flying with you this summer can i leave the miami airport during my 12 hour stop
message me if you want to issue a refund so someone else can use my seats tomorrow am flighted,send me a message if you want to make a refund so someone else can use my seats tomorrow
off to vegas,off to vegas
if i am traveling with an infant in my lap is there anything i need to do to notify you,if i travel with a baby in my turn is there something i have to do to warn you
can you help us figure out our correct six digit confirmation number,can you help us find our six digit confirmation number
what about aa miles for usair flights booked through american,what if we had miles for usb flights
can you dm me please,can you excuse me
need seat assignments for one leg of family s return flight can you please help via twitter pm,need seat assignment for a family return flight leg can you help by twitter pm
okee doke,dokee
this very pregnant lady s hoping amp praying hubbys flight from bwi gets off the ground i d like him to get here before baby does,this very expectant lady and bwi flight spy comes out of the ground i d like it to happen before baby does it
ok thanks,okay
cannot control weather flight attendant can control this green acu bag 1 5 hrs amp counting yep that is me,cannot control the weather supply conditions can control this green acu bag 1 5 hrs amp counting it is me
how does flight 680 look i m hearing about cancelled flightled departures from and i m about to head into it,how does flight 680 look like i ve heard about the cancelled departures and i m about to go
what is contact info to upgrade using advantage miles,what are the contact information to upgrade using miles advantage
what about upgrades,and upgrades
how do you have only 1 flight into lexington this afternoon with the playing a big game tonight,how do you only have a flight to lexington this afternoon with the game of a big game tonight
flight 1815 n747uw arrives at following flight from,flight 1815 n747uw arrives from the following flight
what is your policy regarding large size passengers who cannot fit into a single coach class seat,what is your policy regarding large sized passengers who cannot enter a single coach class seat
does anyone know the hold times for usairways reservations,does anyone know the retention times for usairways bookings
what is the point of email stating i did not get bumped to 1st class i know i m not in first class i booked the regular ticket,what is the email point that i was not hit in the first class i know i m not in the first class i booked the regular ticket
we are glad to hear it out of curiosity what causes such flight patterns,we are happy to hear it out of curiosity which causes such flight patterns
so no idea thanks,any idea thank you
international,international
landed at phoenix but we had to board a flight quickly to vegas so no time at the airport what now,landed at phoenix but we had to take a flight quickly to go to the gas so no time at the airport and now
i left something on a recent flight today who do i contact to retrieve it please thanks,i left something on a recent flight today who am i contacting to get it back please thank you
you need to check information regarding hotels shuttles re routing flights delayed flights,you need to check information about hotels shuttles routing flights delayed flights
ah and i was only given one shuttle voucher so if i do ever get back to the airport you will be getting the bill,ah and i only got one shuttle coupon so if i come back to the airport you will get the bill
no worries i was able to read entire book while holding,i did not have any trouble reading the whole book by holding it
can you help me add a aadvantage number and known traveler number to a reservation,can you help me add an advantage number and a travel number known to a booking
i have corporate paid travel in april is it possible to purchase an upgrade to first class now,i have a trip paid by the company in april is it possible to buy a upgrade to the first class now
that is who i spoke to already we have already booked another flight w someone else thanks for your concern just wanted to,that is who i ve spoken to we already booked another flight with someone else thank you for your concern i just wanted
are u paying incedentals,are you paying incedentals
is a bag that is 23ul x 9uw x 12uh allowed as a carry on,is a bag that is 23ul x 9uw x 12uh allowed as a carrier
there is nothing tonight and i am on the flight now with gogo internet is there a way that someone could send me a dm or email,there is nothing tonight and i m on the flight now with internet gogo is there a way someone could send me a dm or an email
it is a debit card but i am a dividend member,it is a debit card but i m a dividend member
how do i redeem my pass to the admirals club i have 1 free visit with my barclay card membership and can i bring a companion,how can i redeem myself at the admiralist club i have 1 free visit with my barclay card subscription and can i bring a companion
almost home east coast freeze headed to phl connect avp tgif,almost the house coast is gel heading towards phl connect avp tgif
used 2 get emails 1 pre purchase a snack and 2 when time to check in got neither 4 tomorrow s trip do they not get sent now,used 2 get emails 1 pre purchase a snack and 2 when the time to check he did not get the trip tomorrow are not they sent now
i m not a frequent flyer with us airways i m qantas can i still get notifications thank you,i m not a frequent plane with us am i qantas can i get notifications
any chance of a travel advisory or dca this weekend,a chance of a travel review or dca this weekend
yes it was sunday,yeah it was sunday
that is not the question question is how do i get past the computer fastest if we both know that the computer cannot help me,that is not the question the question is how to pass the computer fastest if we both know that the computer cannot help me
if i have dividend miles credit card amp i used it to book my flight is one bag free,if i have a thousand dividend credit card and i used it to book my flight is a free bag
hi there i am flying myr clt ord tomorrow is weather looking ok or problematic,hi there i fly myr clt ord tomorrow is it time that looks good or problematic
can u tell me if 5238 from clt to jan has gotten out of the gate yet i will have a tight connection out of clt to mco,can you tell me if 5238 jan clt came out of the door i ll have a close connection of clt to mco
please hold us1765 for me need to get home tonight before weather almost there,please hold us 1765 for me we have to go home tonight before the weather almost there
followed,follow
have scheduled flight sat 2morrow cho clt cho needs to be added to weather advisory please evaluate asap,have programmed the stag 2morrow cho clt cho must be added to the weather notice please evaluate the jump
will shall see in the next couple of minutes,i ll see in the next few minutes
sure just dm ed you,of course i got you
i am just trying to establish what your policy is thanks,i m just trying to figure out what your policy is thank you
sure did i have carried this bag on numerous times on the same style plane planning accordingly apparently accounts for nothing,of course i ve worn this bag several times on the same style plan planning accordingly apparently does not represent anything
it is vegas baby who does not have a good time in vegas lol,it is the baby of vegas that has no good time in the gas lol
me and my wife will be flying out of atlanta to vegas on march 7th since could not get any out of tricities here in tn,my wife and i are going to leave the atlanta to go to the gas on march 7 because he could not get out of the tricities here at tn
absolutely,absolutely
will you please start offering more routes out of to more locations instead of just charlotte and atlanta,you can start to offer more itineraries to more locations instead of only charlotte and atlanta
oh they saw it and said nothing,oh they saw him and did not say anything
can i bring mini bottles of booze on to my flight,can i bring some mini bottles of alcohol to my flight
nice try does not apply to philly,well tried does not apply to philly
what is your policy around bringing a breast pump on board,what is your policy to put a breast pump on board
will you guys be offering no fee changes for flights out of dca tomorrow afternoon,are you going to offer you free changes to off station flights tomorrow afternoon
how can i get ahold of a reservations supervisor,how can i get a booking supervisor
thanks is there a beareavement discount anymore or not should i just book online,thank you is there a support reduction more or not should i book online
yes i get that iuam asking specifically what will you do with the feedback iuave given you,yeah i get it iuam asks in particular what will you do with the iuave feedback you gave
can i book using some sort of breavement program i need to get home for my pops funeral,can i book by using a sort of transfer program i have to go home for my funeral
thank you but i donuat understand what will you do with my feedback,thank you but i do not understand what will you do with my comments
5223 out of gainesville fl,5223 on sheathsville fl
thank you for valuing my feedback what will you do with it,thank you for rating my comments what are you going to do
made it never ran so fast in my life,it is done never run so fast in my life
call gate d9 in clt and get me on this flight,call the d9 door in clt and take this flight
of course weather was a joke 43 beats 5 degrees in phl yauuu,of course time was a joke 43 strokes 5 degrees in phl yauuu
1826 trying to make a connection to punta cana leave phl at 9 50,1826 try to make a connection to the punta cana leave phl at 9 50
can you help me reroute my trip,can you help me redirect my trip
i m in the to for 6k needed any suggestions,i need 6 k to make suggestions
mobile boarding pass email,mobile boarding card
i am following you now,i m following you now
still just sitting here nobody has said anything what is up,always sitting here nobody said anything what is up
and that you can choose the same seat for free after clicking 100 buttons,and you can choose the same seat for free after clicking on 100 buttons
but it is not their fault because their policy says they at least got us to our destination really,but it is not their fault because their policy says they at least brought us to our destination really
so i contacted my bank they took the money out today i also contacted they said my reservation is,i contacted my bank they took the money today i also contacted them said that my reservation is
have a 6 05pm flight out of phl sat 2 21 snow expected are we able to switch to an earlier flight without penalty,have a flight of 6 05 off phl sat 2 21 snow expected are we able to move to an earlier flight without penalty
we got our bags today thanks,we have our bags today thank you
vuelo24 es vuelos24 es sell too cheap mad nyc with usairways are they trusted webs or is it a scam,vuelo24 es vuelos24 es sell too expensive mad nyc with usairways do they trust webs or is it a scam
any word on whether or not flight 1971 from seattle to charlotte will have connections held or,a word on whether the 1971 flight of the water to the cart will have held connections or
please change direct flights from ric to jfk instead of lga pleeeeease lga is the pits,please change the direct flights from ric to jfk instead of lga pleeease lga is the well
do you have a phone nbr for refund dept,do you have a phone nbr for the dept refund
do you post travel alerts on your website traveling to bdl on sunday morning,are you posting travel alerts on your website travelling to bdl on sunday morning
can i bring a copy or photo of my baby s birth certificate for the flight i feel uncomfortable traveling with the real thing,can i bring a copy or photo of my baby s birth certificate for the flight i feel uncomfortable to travel with the real thing
would like to see you do similar in phl,i d like to see you do the same thing in phl
just heard airport was closed due to thick fog any updates,the airport just heard was closed due to thick fog all updates
is there anyway to get rebook in help on twitter,is there any way a rebook using twitter
wanted to connect to discuss sponsorship opportunities with silicon valleys only 10 day film festival,wanted to connect to discuss sponsorship possibilities with silicon valleys only 10 days film festival
us airways csr at phoenix airport fixed the problem,we had airways at the phoenix airport fixed the problem
i do not think the us site allows that unlike can i use a us credit if i held on,i do not think the site allows us to do this although we can use a credit if i held it
how will i change it,how am i going to change it
when is us air switching to aa ios app aa app is much better,when does the air go to an ios application aa app is much better
a 75 change is ok most of the time but if there r open seats on earlier flt and no chkd bag why not let someone fly standby,a change of 75 is okay most of the time but if there opens seats on the front flt and no chkd bag why not let someone fly up
flight 1783 clt to bos,flight 1783 clt to bos
is 99 companion ticket benefit of premier world mastercard still limited to usairways flights or do aa now qualify as well,is the 99 ticket advantage of the world mastercard first choice card always limited to usairways flights or is aa now eligible
only for one flight though the 2nd leg my kids are sitting scattered about the aircraft,but for one flight the second leg my kids are sitting on the plane
been with us airways since 03 back and forth gatwick charlotte then lhr bit sad nostalgic way,be with us since 03 back and forward gatwick cart then lhr a nostalgic way
no problem just funny have a nice day,no problem that is funny
yes travel is complete flight 5095 from clt to cak feb 18,yes trip is the full flight 5095 from clt to cak feb 18
even airlines are scheming to get a follow from obj lmaooo ua ua ua ua,even airlines are inclined to get a follow up of obj lmaooo ua ua ua
can you dm me amp add me to the upgrade list for a flt tonight,can you add me to the upgrade list for a flt tonight
ui usairways reminder from 2 28 weuall be tweeting from i look 4ward to that follow back too,ui usairways reminder from 2 28 we are all tweeting from my 4ward look to the one following too
the end rt reminder from 2 28 weuall be tweeting from you should join us,the end rt reminder from 2 28 we are all to tweet from you should join us
ui usairways reminder from 2 28 weuall be tweeting from you should join us,ui usairways reminder from 2 28 we advise you to join us
just so you know who to complain to rt reminder from 2 28 weuall be tweeting from,just so that you know who complains to remember from 2 28 we are all tweeter from
for frequent flyer miles can we schedule interchangeably and get credit,can frequent flyer kilometers plan interchangeably and get credit
no do not leave me,no do not leave me
is this accurate safety guide shown no mp3 player usage during takeoff and landing,is that right safety guide showed no use of the mp3 player during take off and landing
i have a party of 4 booked for a flight in august at 10 05am how can i find out how much it would cost to change to an earlier fl,i have a 4 booking party for a flight in august at 10 05 how can i know how much it would cost to change for a previous flight
flight was full 1 open middle seat did not want to sit there what is your policy,the flight was full 1 central square open did not want to sit there what is your policy
657 my daughter candice and i are together with her baby,my candic daughter and i are with her baby
if you have got room on an earlier flight home why charge me 75 to get on it be the hero,if you have room on a flight earlier why would you charge me 75 be the hero
question is will he and his lady behave,the question is that he will behave with his lady
skys r sunny air is cold i cannot wait to get to,skys the sunny air is cold i cannot wait to arrive
any chance of making,any chance to do
flight us 723 from to passing over at 20 000 ft this morning,fly us 723 to 20 000 ft this morning
ok she is worried that something is wrong with the flight and should she consider flying earlier,okay she is worried that something is wrong with the flight and should she consider flying earlier
good ideas she is traveling today at airport need to petition faa regarding silly 24 name change rule,good ideas she is traveling today at the airport you have to ask faa to talk about a stupid name change rule
res went under her maiden name married 50 no docs with maiden name hence problem,res found himself under his maiden name married 50 no docs with her maiden name that is why the problem is
btw not upset at usaiways promise,btw not mad at usaiways promise
can they change to correct last name did via reservations already but said cannot change ticket name,can they change to correct the family name has already done it via reservations but said can not change the ticket name
i received a brochure in the mail touting all the benefits of the advantage card with usa now merged baggage included,i received a brochure in the mail which boasts all the benefits of the benefit card with usa now merged
if i paid for ticket with advantage world executive card do i pay baggage fees when flying us airways wife traveling now,if i paid for a ticket with a world leading management card do i pay the baggage charges while flying woman traveling now
just noticed that i do not believe i saw a confirmation for a flight i bought a few weeks ago def paid though,i just noticed that i do not think i saw a confirmation for a flight i bought a few weeks ago def paid however
any plans to support on board i have the usairways mc and it would be nice to still use it if i forget the card,plans to support on board i have the mc usairways and it would be nice to use it again if i forget the card
got through on the phone usair cancelled flightled her return flights because she missed a flight on her way out they took care of it,i m on the phone weair canceled her flights back because she missed a flight leaving they took care of it
ui usairways we appreciate the for roberto dm your confirmation code so we can forward your kind words u sent,ui usairways we appreciate the bathrobe dm your confirmation code so that we can pass on your kind words u sent
will i get the full amount credited to my account for us airways credit,will i get the total amount credited to my account for us air credit
i found a flight i want on is my aa advantage applicable to earn miles on it since you are merging,i found a flight i want on that is my advantage to earn miles on him since you merged
really,really
please follow me so i can dm you about something,please follow me so i can tell you something
so what is the difference between cancelled flighting and reflight booking problems will that help me avoid a change fee,so what is the difference between cancelled flight problems and reflight booking will it help me avoid a change charge
is there nothing that can be done online to help i bought these as a birthday present just trying to be able to afford a change,is there nothing that can be done online to help i bought this as a birthday present just trying to make a change
i got an email asking me to checkin tmrw for a flight i meant to book for 3 19 can someone please help,i have an email to ask to check tmrw for a flight that i wanted to book for 3 19 can someone please help
my tsa precheck is not showing up on my boarding pass for my flight tomorrow help,my pre verification does not appear on my boarding card for my flight tomorrow
thanks suggestion stop the promo messages after a bit and just run music amp a msg that says call volume is high,thank you suggestion stop the promotional messages after a little and just start the music and a msg that says the volume of the hull is high
looking forward to some friends and family time in arizona,look forward to some friends and family time at arzona
i have a flight in saturday from mci to clt and there is heavy snow predicted in mci when will u allow for changes,i have a flight on saturday from mci to clt and there are heavy snow predicted in mci when will we change
is it possible to earn dividend miles for a passenger that is not me even if i am purchasing the tickets,is it possible to earn miles of dividend for a passenger who is not me even if i buy tickets
how do you give stand by seats to ticketed passengers who you know have a connecting flight,how can we give passengers with a connecting flight
can i get assistance on flight plane just landed from hpn and i have a connection to atl,i can get help on the flight just land from hpn and i have a connection to atl
announced that people going to fl via charlotte would have to go to a different plane amp gate but it was a direct flight,announced that people will flap via cart should go to another plane and door but it was a direct flight
just realized my advantage number was not used for my flight how do i get my ff miles,i realized that my number was not used for my flight how do i get my miles
through can you confirm that i have not been charged,can you confirm that i was not charged
i recently moved and got a new license and when i booked my flight months ago i used my old license do i need to change that,i recently moved and got a new license and when i booked my flight a few months ago i used my old license i need to change that
no this is a systemic problem mail comes from 153 69 214 203 but usairways spf record disallows it dm me for more detail,no it is a systemic problem the mail comes from 153 69 214 203 but the recording of usairways spf disapproves it me dm for more details
i recently moved and got a new license and when i booked my flight a months ago i used my old license do i need to change that,i recently moved and got a new license and when i booked my flight a few months ago i used my old license i need to change that
what are the odds you can get me on a flight with delta so i can actually get to orlando today flight,what are the chances you can get me on a flight with delta so i can really go to orlando today flight
how long does it take to receive ticket from for itin booked via on us flights,how long does it take to receive a ticket for him on our flights
i just checked in online for tomorrow s flight thought i should get auto upgrade already got the email saying no seats,i checked online for tomorrow flight i thought i should get an automatic upgrade there was mail without seats
last name pordes,surname pordes
tell reservations to rebook me from 5080 to 5129,say reserves to rebook me from 5080 to 5129
trying to go nashville to london and just have no idea when would be a good time to fly out of nashville right now,trying to go nashville to london and have no idea when would be a good time to fly out of nashville right now
if there are empty first class seats on my flight at check in why would not i be automatically upgraded,if there are empty first class seats on my flight at check in why would not i be automatically upgraded
hi could you protect me on us 445 just in case still on ground with no checked luggage but still a chance i can make original,hello can you protect me from us 445 in case always on the ground without checked baggage but always a chance that i can make original
thank you,thank you
on the phone now looks like global,on the phone looks like a world
me too me too,me too me too
how long are billing cycles,how long are billing cycles
i just hope that pilot had a good day off,i just hope the pilot had a good day off
eh it happens i think i ll survive ua thanks,it happens i ll survive thank you
i m in the cust svc line your charlotte nc agents better be in their a game,i m in the svc line your cart the agents would be better off being in their game
and if the flight is full,what if the flight is full
how long is that flight,how long is this flight
theres only one flt phl crw per day,there is only one phl crw a day
i will be traveling from lax to clt to hts i have been rebooked for tomorrow due to the travel advisory,i m going to travel from lax to clt to hts i ve been booked for tomorrow because of the travel notice
conf number fmjtyl delayed any chance of getting an earlier flight fll to phx,conf number fmjtyl delayed any chance of getting an earlier flight fll to phx
would love to combine aa and usair accts unfortunately one has my middle name amp one has middle initial will not allow change,would like to combine aa and usair accts unfortunately we have my middle name amp one has the initial average will not allow change
please please please let my plane back to the gate so i can get off as i will miss connection due to clt closing 2034,please leave my plane at the door so i can get off because i m going to miss the connection because of the clt closure 2034
unfortunately not i think i watched it take off from the bus rebooked for a late flightr flight now,unfortunately not i think i watched him take off the bus reserved for a late flight now
i was supposed to be on flight 1861 from charlotte to rdu 8 20pm yesterday is the same flight scheduled for departure tonight,i was supposed to be in the 1861 carlotte flight at 8 20 yesterday is the same flight scheduled for departure tonight
darn it first in line for no upgrade wish i understood the policy,darn it first in line for no upgrade i d like to understand politics
my flight was i left my phone on the plane or the shuttle,my flight was on the plane or on the shuttle
please hold 3923 i can see it just cannot get off my first plane quick enough,please hold 3923 i see it i cannot get off my first plane fast enough
what is the baggage allowance on flights from glasgow to the us thanks,what is the baggage allowance for glasgow flights to us thank you
is there any way that you could hold flight 628 in clt my husband is stuck in the security check line flight scheduled for 1pm,is there a way you can hold flight 628 to clt that my husband is stuck in the security line 1 p m flight
i left my son s duke hat on flight last night it says mason on the back any way of locating it thanks in advance,i left my son s hat in flight last night it says mason in the back a way to locate her thank you in advance
will my known traveler no transfer over from when i check in at t 24 as an aa elite i can get choice seats,my traveler known no transfer from when i look at t 24 like an elite aa can i have seats of choice
im researching a flight amp noticed a small issue w class of service between your site amp other sites could reservations help me,im looking for a flight amp noticed a small number w class service between your site and other sites can reservations help me
how can i change without penalty and not have to call customer service,how can i change without penalty and not have to call customer service
flight fro orf to phl,flight to phl
on your website and on your boards at logan it said it was on time so we went through security and got to the gate 2,on your website and on your boards in logan he said it was on time so we crossed the security and arrived at the door 2
you need to contact me asap,you have to contact me
how is us 1797 looking today,how are we 1797 today
we have already made other arrangements ourselves,we have already made other arrangements
767 seconds from touchdown at madrid airport in april 2013,767 seconds from arrival at madrid airport in april 2013
is the new 9 45 time confirmed or it may get cancelled flightled traveling with kids need to be certain thx,is the new time of 9h45 confirmed or can be cancelled in flight traveling with children must be certain thx
dm the locator code thanks,dm the location code thank you
my flight got cancelled flightled from grk to dfw then to lex for tomorrow and i need it rebooked,my flight was cancelled from grk to dfw then to lex for tomorrow and i need to rebook it
do you have any sort of live chat feature we are in the uk right now and that call would cost us alot,do you have some kind of live chat feature we are in the uk now and this call would cost us a lot
americanair just disappointed with the flight booking problems process and addual fees to sit together on a more crowded flight not impressed so far,americanair has just disappointed the flight booking process and additional fees to sit together on a more frequent flight not impressed until now
i did,i did
thank you you too,thank you too
what happens when you combine top chef amp the beauty of san miguel de allende my late flightst food blog,what happens when you combine the superior chef and the beauty of san miguel of allende my food blog for volts
u r horrible went online to cancelled flight flight no button 4that called cs amp wait time 40 mins amp put in my hungupnohelp,it is horrible was online to cancel the no fly of button 4ce called cs amp wait time 40 mins tightampampput in my hungupnohelp
hi can you please ticket my award ticket the status is on request now thanks,can you take my ticket status is on request now thank you
did you know that suicide is the second leading cause of death among teens 10 24,did you know that suicide is the second cause of death among adolescents aged 10 24
iphone 6 64gb not 6 plus,iphone 6 64gb not 6 plus
ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement,ok i ll probably call them tmrw uk time to question the process get the reverse change load due to a transfer
here is the photo,here is the picture
what is the status of flight 1357 out of sju,what is the status of flight 1357 off sju
would love to dm you but my twitter app says you are not following me and i can t,i d love to dm you but my twitter app says you do not follow me and i can t
yes to the ios i m running ios 8 1 3,yeah io ios 8 1 3
keeping aa up in the air my crew chief cousin alex espinosa in dfw,keep the air up my cousin in chief alex espinosa in dfw
we done it with 1 truck no biggie ua,we did it with a truck no biggie ua
these birds could fly to south america for example,these birds could fly south america for example
i d like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems,i d like to apologize to the door officer for the aa76 flight i did not know that zone 1 was after the other nine precious gems
my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal,my key point of confusion is whether i can make this change even if the initial flight booking problems were on us aerial metal tracks
origin destination dates are the same going from us airways connecting flight to aa direct flight award is saver level,origin destination dates are the same leaving our airways to reach a direct flight the price is gain level
when will the old 777 200 fly ord pvg get upgraded,when will the old 777 200 fly ord pvg be improved
i know just a little cold weather humor,i know just a little cold humor
thanks,thank you
i thought all those planes were retired,i thought all these planes were retired
we are off to kax premium hoping this flight is better food tv now i know how to work it and service tnx,we are on leave for the kax premium hope this flight is better tv now i know how to work and service tnx
flight 35 i m on my way,flight 35 i m on my way
thanks so much,thank you very much
my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted can you help me,my flight to the dew from the night to the pdx tomorrow was cancelled can you help me
i sure do i m running version 3 10 0,i know i m running version 3 10 0
i might look into that my wife travels much more than i do could we both use the membership,i could look at that my wife travels a lot more than me can we both use the members
i do not think you should help him at all based on his behavior the voucher and cot seem like enough lol ua,i do not think you should help him at all depending on his behavior the good and the bed seem quite lol ua
trying desperately to get my boyfriend booked on the same us airways flight as myself for the same price can you help,desperately trying to make my boyfriend book on the same flight as me for the same price can you help
aa doesnt charge any fees to change award tickets as long as the origin destination amp award type remains the same,aa does not charge fees to change the price tickets as long as the origin destination and type of price remains the same
